Under 30,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Charges,Total Revenue,Satisfaction Score,Churn Label
No,Yes,2,6,72,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7129.45,9664.57,4,No
No,Yes,3,3,64,Offer B,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7266.95,9786.63,5,No
No,No,0,0,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8496.7,11979.34,4,No
No,No,0,0,29,None,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,2878.75,3188.18,4,No
Yes,No,0,0,13,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,261.3,346.58000000000004,5,No
Yes,No,0,0,31,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,3205.6,4622.61,4,No
No,Yes,3,8,14,Offer D,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,1137.05,1273.83,3,No
No,No,0,0,72,Offer A,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,6697.2,9880.32,3,No
No,Yes,1,0,25,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,505.45,977.2,5,No
Yes,No,0,0,18,Offer D,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1299.8,2176.04,3,No
Yes,Yes,0,6,71,Offer A,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5564.85,7554.27,5,No
No,No,1,0,2,None,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,188.1,198.7,4,No
No,Yes,3,1,17,Offer D,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,1077.05,1584.84,3,No
No,No,0,0,56,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4922.4,7002.799999999999,5,No
No,Yes,0,7,60,Offer B,No,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2911.5,2911.5,3,No
No,No,0,0,33,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,826.1,2030.6,4,No
No,No,0,0,1,None,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.4,126.46000000000001,3,No
No,Yes,0,8,63,Offer B,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Two Year,Yes,Credit Card,5377.8,6214.280000000001,4,No
No,No,0,0,55,Offer B,No,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,3617.1,5102.1,3,No
No,Yes,0,8,65,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,6643.5,9023.8,4,No
Yes,No,0,0,63,Offer B,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,1559.3,1811.9299999999998,4,No
Yes,Yes,3,5,36,None,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,1547.35,1547.35,4,No
No,No,0,0,22,Offer D,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2142.8,3200.34,5,No
No,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.8,31.76,5,No
No,No,0,0,56,Offer B,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4534.45,7298.61,5,No
No,No,0,0,2,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,40.9,127.44,4,No
No,No,0,0,35,None,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2094.9,2816.25,3,No
No,Yes,0,5,64,Offer B,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1584.8,2020.6399999999999,5,No
No,No,0,0,15,Offer D,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,1302.65,1395.95,3,No
Yes,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,55.55,118.87,5,No
No,Yes,3,9,70,Offer A,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,5437.75,8204.85,3,No
No,No,0,0,39,None,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2209.15,2473.1800000000003,4,No
No,No,0,0,29,None,Yes,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1912.15,2430.38,3,No
No,Yes,3,2,14,Offer D,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,255.55,879.25,5,No
No,No,0,0,61,Offer B,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,5175.3,5450.41,4,No
Yes,No,1,0,13,Offer D,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,670.65,919.86,3,No
No,No,0,0,66,Offer A,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,3177.25,3177.25,3,No
No,Yes,0,7,59,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,6557.75,8945.48,4,No
Yes,Yes,3,6,62,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,5791.85,6768.97,4,No
No,No,2,0,66,Offer A,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,5196.1,6019.780000000001,4,No
No,No,0,0,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,8405.0,9816.2,3,No
Yes,Yes,1,2,51,Offer B,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,5000.05,5939.47,3,No
Yes,No,0,0,63,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,6713.2,8275.19,4,No
No,No,0,0,27,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,562.6,1464.4,5,No
No,Yes,1,10,42,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,828.85,2173.69,5,No
Yes,No,0,0,29,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,617.35,1231.8600000000001,4,No
No,No,0,0,30,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,625.05,1362.15,4,No
No,Yes,3,9,71,Offer A,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,6029.9,7650.83,3,No
No,Yes,0,6,46,Offer B,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,1842.7,1922.7,3,No
No,No,0,0,69,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7386.05,10461.380000000001,3,No
No,Yes,0,10,72,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,7334.05,10335.01,3,No
Yes,No,0,0,28,None,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,2626.15,3892.87,3,No
No,No,0,0,7,None,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,369.25,417.06,3,No
No,No,0,0,22,Offer D,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1049.05,1742.71,3,No
No,No,0,0,72,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1414.8,4708.8,4,No
No,Yes,3,6,8,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,169.75,379.11,4,No
No,Yes,0,6,52,Offer B,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,4354.45,6504.13,4,No
Yes,No,0,0,68,None,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,2719.2,2719.2,3,No
No,Yes,0,7,71,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,6365.35,7008.610000000001,4,No
Yes,No,0,0,2,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,51.6,106.53999999999999,3,No
No,No,0,0,35,None,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,812.5,852.5,4,No
Yes,Yes,1,8,61,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,1143.8,3712.51,4,No
No,No,0,0,1,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,57.4,5,No
Yes,Yes,5,3,53,None,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,3297.0,4992.47,4,No
No,Yes,0,4,72,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,1887.0,2792.76,5,No
No,Yes,0,6,24,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,482.8,1343.44,5,No
No,No,0,0,8,Offer E,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,216.45,226.45,4,No
Yes,No,0,0,1,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,62.620000000000005,3,No
Yes,No,0,0,54,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5064.85,5699.89,3,No
Yes,No,0,0,41,None,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,996.45,2686.0600000000004,4,No
No,Yes,0,0,19,Offer D,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,839.65,1495.34,5,No
No,Yes,1,4,72,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,6733.0,8893.0,4,No
Yes,No,0,0,62,None,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,2618.3,2618.3,4,No
No,Yes,1,2,32,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,613.95,1746.43,4,No
No,No,0,0,21,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,402.85,1093.54,4,No
Yes,Yes,2,9,62,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,1244.8,4218.32,4,No
No,No,0,0,2,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.4,46.4,4,No
No,No,2,0,27,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,581.85,812.7,4,No
No,No,0,0,25,None,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,1540.2,1540.2,3,No
No,No,0,0,49,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,5168.1,6401.58,5,No
No,No,0,0,63,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,6780.1,7105.81,3,No
No,No,3,0,4,Offer E,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,94.5,217.66,3,No
Yes,Yes,0,8,1,None,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,55.3,91.99,3,No
No,No,0,0,11,Offer D,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,208.0,522.8199999999999,4,No
No,No,0,0,64,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,6889.8,8550.6,4,No
No,Yes,1,10,43,None,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,3254.35,4543.49,3,No
No,Yes,0,5,61,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,6383.9,8587.83,3,No
No,No,0,0,66,None,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,4447.55,5801.87,4,No
No,Yes,0,8,67,None,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,7321.05,10462.68,3,No
No,Yes,0,9,42,None,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,4135.0,4190.02,4,No
No,Yes,3,3,31,Offer C,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,697.7,1001.5,3,No
No,No,0,0,7,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,168.65,232.98000000000002,5,No
Yes,Yes,1,0,34,Offer C,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2753.8,2937.0600000000004,5,No
No,No,0,0,3,None,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,69.25,77.59,4,No
Yes,Yes,1,4,19,Offer D,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,434.8,434.8,5,No
No,No,0,0,3,None,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,107.25,107.25,3,No
No,Yes,0,3,46,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,851.2,1590.42,5,No
No,Yes,1,7,69,None,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,5848.6,8574.08,3,No
No,No,0,0,5,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,109.8,148.95,3,No
Yes,No,0,0,1,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.65,47.53,3,No
Yes,No,0,0,26,Offer C,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,595.5,1415.28,3,No
Yes,No,0,0,25,Offer C,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,2513.5,2637.0,4,No
No,Yes,2,4,64,None,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,5135.35,8302.710000000001,3,No
No,Yes,1,4,30,Offer C,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,2000.2,3441.4,3,No
No,No,0,0,13,Offer D,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,931.75,1590.96,5,No
No,Yes,0,1,64,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7396.15,10368.31,4,No
Yes,No,2,0,46,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3958.85,4146.53,3,No
No,No,0,0,12,Offer D,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,260.9,700.6999999999999,4,No
No,Yes,3,3,13,None,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,816.8,1326.4,3,No
No,Yes,2,5,67,None,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,4868.4,7750.07,3,No
Yes,Yes,0,4,24,Offer C,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,688.0,688.0,3,No
No,No,0,0,6,Offer E,No,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,288.35,466.41,5,No
Yes,No,0,0,10,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,185.4,579.3,3,No
No,No,0,0,13,None,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,966.25,1520.31,5,No
Yes,Yes,2,6,38,Offer C,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,3297.0,3962.76,4,No
No,Yes,0,9,43,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,4107.3,6234.9400000000005,3,No
Yes,No,0,0,25,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,2809.05,3617.3,4,No
Yes,No,2,0,27,Offer C,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,One Year,No,Credit Card,1567.55,1668.56,4,No
No,Yes,2,2,72,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1851.45,4293.6900000000005,3,No
Yes,No,1,0,71,None,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,6028.95,8293.14,4,No
No,No,0,0,24,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,2072.75,3130.91,3,No
No,No,0,0,57,None,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4317.35,5723.540000000001,4,No
No,No,0,0,15,None,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,736.8,1212.0,5,No
Yes,No,0,0,4,Offer E,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,336.15,512.79,3,No
No,No,0,0,28,Offer C,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1522.65,2867.73,3,No
No,Yes,0,2,55,Offer B,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4959.6,5239.0,3,No
No,No,2,0,55,Offer B,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,1001.5,3162.45,5,No
No,Yes,3,9,20,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,442.6,1291.8000000000002,4,No
No,Yes,2,8,62,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,6703.5,7636.6,4,No
No,No,0,0,43,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,779.25,1067.78,3,No
No,Yes,0,7,60,Offer B,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,3483.45,5967.45,3,No
No,Yes,0,3,58,Offer B,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,4890.5,6284.62,3,No
No,No,2,0,7,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,136.75,480.87,3,No
No,Yes,1,10,2,Offer E,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,184.15,262.85,3,No
No,Yes,3,6,39,Offer C,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,757.95,1378.44,3,No
Yes,No,0,0,68,None,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1657.4,2054.52,3,No
No,Yes,2,6,62,Offer B,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,3008.55,3128.55,3,No
No,Yes,0,9,72,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8165.1,11347.5,3,No
No,Yes,0,9,41,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,875.55,1221.59,3,No
No,No,0,0,4,Offer E,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,220.65,250.61,3,No
No,No,0,0,53,Offer B,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,1301.9,3388.5099999999998,3,No
No,Yes,0,10,39,Offer C,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,790.0,2209.21,5,No
No,Yes,0,9,63,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,1237.65,2332.59,3,No
No,No,0,0,15,None,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,378.6,498.0,3,No
No,Yes,0,1,13,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,592.65,976.02,3,No
No,No,0,0,1,Offer E,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,70.45,3,No
No,No,0,0,1,Offer E,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,64.27,3,No
Yes,No,0,0,60,Offer B,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,3638.25,5493.45,3,No
No,Yes,0,0,40,Offer B,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,2921.75,3871.35,5,No
Yes,No,0,0,66,None,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,4017.45,5427.87,3,No
No,Yes,2,4,42,Offer B,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,854.9,1246.76,4,No
No,No,0,0,49,Offer B,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,4920.55,7148.09,3,No
Yes,No,0,0,41,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,810.3,1223.99,4,No
No,Yes,1,1,41,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,772.4,1644.88,3,No
Yes,Yes,2,5,23,None,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,1936.85,2563.37,3,No
Yes,No,0,0,3,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.8,79.8,5,No
Yes,No,0,0,4,Offer E,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,202.25,212.25,3,No
Yes,Yes,1,1,52,Offer B,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,1070.5,1247.82,4,No
No,No,0,0,11,None,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,999.9,1104.62,3,No
No,Yes,0,6,2,Offer E,No,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,113.1,209.88,3,No
No,Yes,0,5,26,None,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,2015.8,2993.4,3,No
No,Yes,3,7,24,None,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,1454.25,1509.69,4,No
Yes,No,0,0,12,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,246.7,634.54,3,No
No,Yes,1,3,64,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,5817.45,8185.45,4,No
No,Yes,0,2,66,None,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5595.3,6097.56,3,No
Yes,No,0,0,60,None,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,4765.0,5682.4,3,No
No,Yes,3,5,17,None,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1201.65,1766.73,3,No
No,Yes,2,10,42,None,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,867.3,2309.16,4,No
No,No,0,0,1,Offer E,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,90.02,3,No
No,Yes,3,0,47,None,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,3007.25,4500.07,3,No
Yes,Yes,0,2,10,None,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,252.75,356.95,3,No
No,No,0,0,1,None,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.6,89.88,4,No
No,No,0,0,4,None,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,226.2,238.32,5,No
No,Yes,2,2,66,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,7082.5,8489.76,3,No
No,No,0,0,12,None,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1017.35,1048.19,5,No
Yes,No,0,0,24,None,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,527.35,670.87,4,No
